,Date,State,Confirmed,Deaths,Recovered
4908,2020-08-06,Rajasthan,47272,745,33849
4909,2020-08-06,Sikkim,800,1,303
4910,2020-08-06,Tamil Nadu,273460,4461,214815
4911,2020-08-06,Telengana,73050,589,52103
4912,2020-08-06,Tripura,5725,31,3793
4913,2020-08-06,Uttar Pradesh,104388,1857,60558
4914,2020-08-06,Uttarakhand,8254,98,5233
4915,2020-08-06,West Bengal,83800,1846,58962
4916,2020-08-07,Andaman and Nicobar Islands,1123,16,355
4917,2020-08-07,Andhra Pradesh,196789,1753,112870
4918,2020-08-07,Arunachal Pradesh,1948,3,1245
4919,2020-08-07,Assam,52817,126,37224
4920,2020-08-07,Bihar,67788,363,43537
4921,2020-08-07,Chandigarh,1327,20,777
4922,2020-08-07,Chhattisgarh,10932,77,8088
4923,2020-08-07,Dadra and Nagar Haveli and Daman and Diu,1391,2,973
4924,2020-08-07,Delhi,141531,4059,127124
4925,2020-08-07,Goa,7614,66,5453
4926,2020-08-07,Gujarat,67699,2583,50350
4927,2020-08-07,Haryana,39303,458,32640
4928,2020-08-07,Himachal Pradesh,3047,14,1865
4929,2020-08-07,Jammu and Kashmir,23454,436,15708
4930,2020-08-07,Jharkhand,15756,145,6594
4931,2020-08-07,Karnataka,158254,2897,80281
4932,2020-08-07,Kerala,30449,97,18333
4933,2020-08-07,Ladakh,1595,7,1177
4934,2020-08-07,Madhya Pradesh,36564,946,26902
4935,2020-08-07,Maharashtra,479779,16792,316375
4936,2020-08-07,Manipur,3217,8,1905
4937,2020-08-07,Meghalaya,990,5,345
4938,2020-08-07,Mizoram,539,0,288
4939,2020-08-07,Nagaland,2580,6,819
4940,2020-08-07,Odisha,40717,235,26888
4941,2020-08-07,Puducherry,4621,70,2808
4942,2020-08-07,Punjab,20891,517,13659
4943,2020-08-07,Rajasthan,48996,757,35131
4944,2020-08-07,Sikkim,829,1,353
4945,2020-08-07,Tamil Nadu,279144,4571,221087
4946,2020-08-07,Telengana,75257,601,53239
4947,2020-08-07,Tripura,5853,36,3860
4948,2020-08-07,Uttar Pradesh,108974,1918,63402
4949,2020-08-07,Uttarakhand,8552,98,5427
4950,2020-08-07,West Bengal,86754,1902,61023
4951,2020-08-08,Andaman and Nicobar Islands,1222,19,425
4952,2020-08-08,Andhra Pradesh,206960,1842,120464
4953,2020-08-08,Arunachal Pradesh,2049,3,1326
4954,2020-08-08,Assam,55496,132,38809
4955,2020-08-08,Bihar,71304,369,44482
4956,2020-08-08,Chandigarh,1374,23,820
4957,2020-08-08,Chhattisgarh,11408,87,8319
4958,2020-08-08,Dadra and Nagar Haveli and Daman and Diu,1437,2,1014
4959,2020-08-08,Delhi,142723,4082,128232
4960,2020-08-08,Goa,7947,70,5595
4961,2020-08-08,Gujarat,68768,2605,51720
4962,2020-08-08,Haryana,40054,467,33444
4963,2020-08-08,Himachal Pradesh,3150,14,1954
4964,2020-08-08,Jammu and Kashmir,23927,449,16218
4965,2020-08-08,Jharkhand,16465,151,7391
4966,2020-08-08,Karnataka,164924,2998,84232
4967,2020-08-08,Kerala,31700,102,19147
4968,2020-08-08,Ladakh,1614,9,1194
4969,2020-08-08,Madhya Pradesh,37298,962,27621
4970,2020-08-08,Maharashtra,490262,17092,327281
4971,2020-08-08,Manipur,3466,10,1926
4972,2020-08-08,Meghalaya,1006,5,411
4973,2020-08-08,Mizoram,566,0,289
4974,2020-08-08,Nagaland,2657,7,824
4975,2020-08-08,Odisha,42550,247,28698
4976,2020-08-08,Puducherry,4862,75,2914
4977,2020-08-08,Punjab,21930,539,14040
4978,2020-08-08,Rajasthan,50157,767,36195
4979,2020-08-08,Sikkim,854,1,406
4980,2020-08-08,Tamil Nadu,285024,4690,227575
4981,2020-08-08,Telengana,77513,615,54330
4982,2020-08-08,Tripura,5999,37,4084
4983,2020-08-08,Uttar Pradesh,113378,1981,66834
4984,2020-08-08,Uttarakhand,8901,112,5731
4985,2020-08-08,West Bengal,89666,1954,63060
4986,2020-08-09,Andaman and Nicobar Islands,1351,20,500
4987,2020-08-09,Andhra Pradesh,217040,1939,129615
4988,2020-08-09,Arunachal Pradesh,2117,3,1430
4989,2020-08-09,Assam,57714,140,40591
4990,2020-08-09,Bihar,75294,382,48243
4991,2020-08-09,Chandigarh,1426,24,872
4992,2020-08-09,Chhattisgarh,11743,89,8582
4993,2020-08-09,Dadra and Nagar Haveli and Daman and Diu,1456,2,1037
4994,2020-08-09,Delhi,144127,4098,129362
4995,2020-08-09,Goa,8206,72,5802
4996,2020-08-09,Gujarat,69869,2628,52855
4997,2020-08-09,Haryana,40843,474,34031
4998,2020-08-09,Himachal Pradesh,3264,14,2081
4999,2020-08-09,Jammu and Kashmir,24390,459,16667
5000,2020-08-09,Jharkhand,17094,155,8123
5001,2020-08-09,Karnataka,172102,3091,89238
5002,2020-08-09,Kerala,33120,106,20862
5003,2020-08-09,Ladakh,1639,9,1214
5004,2020-08-09,Madhya Pradesh,38157,977,28353
5005,2020-08-09,Maharashtra,503084,17367,338362
5006,2020-08-09,Manipur,3635,11,1927
5007,2020-08-09,Meghalaya,1023,6,423
5008,2020-08-09,Mizoram,593,0,296
5009,2020-08-09,Nagaland,2688,7,896
5010,2020-08-09,Odisha,44193,259,30242
5011,2020-08-09,Puducherry,5123,80,3054
5012,2020-08-09,Punjab,22928,562,14880
5013,2020-08-09,Rajasthan,51328,778,37163
5014,2020-08-09,Sikkim,860,1,470
5015,2020-08-09,Tamil Nadu,290907,4808,232618
5016,2020-08-09,Telengana,79495,627,55999
5017,2020-08-09,Tripura,6146,41,4176
5018,2020-08-09,Uttar Pradesh,118038,2028,69833
5019,2020-08-09,Uttarakhand,9402,117,5963
5020,2020-08-09,West Bengal,92615,2005,65124
5021,2020-08-10,Andaman and Nicobar Islands,1490,20,648
5022,2020-08-10,Andhra Pradesh,227860,2036,138712
5023,2020-08-10,Arunachal Pradesh,2155,3,1482
5024,2020-08-10,Assam,58837,145,42325
5025,2020-08-10,Bihar,79451,387,51158
5026,2020-08-10,Chandigarh,1515,25,904
5027,2020-08-10,Chhattisgarh,12148,96,8809
5028,2020-08-10,Dadra and Nagar Haveli and Daman and Diu,1564,2,1121
5029,2020-08-10,Delhi,145427,4111,130587
5030,2020-08-10,Goa,8712,75,5995
5031,2020-08-10,Gujarat,70965,2652,54166
5032,2020-08-10,Haryana,41635,483,34781
5033,2020-08-10,Himachal Pradesh,3371,15,2181
5034,2020-08-10,Jammu and Kashmir,24897,472,17003
5035,2020-08-10,Jharkhand,18138,177,8838
5036,2020-08-10,Karnataka,178087,3198,93908
5037,2020-08-10,Kerala,34331,108,21832
5038,2020-08-10,Ladakh,1688,9,1222
5039,2020-08-10,Madhya Pradesh,39025,996,29020
5040,2020-08-10,Maharashtra,515332,17757,351710
5041,2020-08-10,Manipur,3753,11,2044
5042,2020-08-10,Meghalaya,1062,6,490
5043,2020-08-10,Mizoram,620,0,298
5044,2020-08-10,Nagaland,2781,8,904
5045,2020-08-10,Odisha,45927,272,31785
5046,2020-08-10,Puducherry,5382,87,3201
5047,2020-08-10,Punjab,23903,586,15319
5048,2020-08-10,Rajasthan,52497,789,38235
5049,2020-08-10,Sikkim,866,1,494
5050,2020-08-10,Tamil Nadu,296901,4927,238638
5051,2020-08-10,Telengana,80751,637,57586
5052,2020-08-10,Tripura,6208,42,4443
5053,2020-08-10,Uttar Pradesh,122609,2069,72650
5054,2020-08-10,Uttarakhand,9632,125,6134
5055,2020-08-10,West Bengal,95554,2059,67120
5056,2020-08-11,Andaman and Nicobar Islands,1625,20,709
5057,2020-08-11,Andhra Pradesh,235525,2116,145636
5058,2020-08-11,Arunachal Pradesh,2231,3,1592
5059,2020-08-11,Assam,61737,151,43586
5060,2020-08-11,Bihar,82550,397,54088
5061,2020-08-11,Chandigarh,1595,25,1004
5062,2020-08-11,Chhattisgarh,12448,99,9013
5063,2020-08-11,Dadra and Nagar Haveli and Daman and Diu,1613,2,1167
5064,2020-08-11,Delhi,146134,4131,131657
5065,2020-08-11,Goa,9029,80,6208
5066,2020-08-11,Gujarat,72031,2672,55304
5067,2020-08-11,Haryana,42429,489,35492
5068,2020-08-11,Himachal Pradesh,3463,17,2205
5069,2020-08-11,Jammu and Kashmir,25367,478,17375
5070,2020-08-11,Jharkhand,18723,188,9724
5071,2020-08-11,Karnataka,182354,3312,99126
5072,2020-08-11,Kerala,35515,115,22616
5073,2020-08-11,Ladakh,1717,9,1237
5074,2020-08-11,Madhya Pradesh,39891,1015,29674
5075,2020-08-11,Maharashtra,524513,18050,358421
5076,2020-08-11,Manipur,3853,11,2122
5077,2020-08-11,Meghalaya,1114,6,498
5078,2020-08-11,Mizoram,623,0,323
5079,2020-08-11,Nagaland,3011,8,973
5080,2020-08-11,Odisha,47455,286,33021
5081,2020-08-11,Puducherry,5624,89,3355
5082,2020-08-11,Punjab,24889,604,15735
5083,2020-08-11,Rajasthan,53670,800,39060
5084,2020-08-11,Sikkim,910,1,510
5085,2020-08-11,Tamil Nadu,302815,5041,244675
5086,2020-08-11,Telengana,82647,645,59374
5087,2020-08-11,Tripura,6372,43,4656
5088,2020-08-11,Uttar Pradesh,126722,2120,76724
5089,2020-08-11,Uttarakhand,10021,134,6301
5090,2020-08-11,West Bengal,98459,2100,70328
5091,2020-08-12,Andaman and Nicobar Islands,1764,21,749
5092,2020-08-12,Andhra Pradesh,244549,2203,154749
5093,2020-08-12,Arunachal Pradesh,2327,3,1634
5094,2020-08-12,Assam,64406,155,45073
5095,2020-08-12,Bihar,86413,413,56709
5096,2020-08-12,Chandigarh,1670,26,1015
5097,2020-08-12,Chhattisgarh,12929,104,9239
5098,2020-08-12,Dadra and Nagar Haveli and Daman and Diu,1653,2,1209
5099,2020-08-12,Delhi,147391,4139,132384
5100,2020-08-12,Goa,9444,86,6480
5101,2020-08-12,Gujarat,73163,2695,56444
5102,2020-08-12,Haryana,43227,500,36082
5103,2020-08-12,Himachal Pradesh,3497,18,2273
5104,2020-08-12,Jammu and Kashmir,25931,490,17979
5105,2020-08-12,Jharkhand,19225,192,10375
5106,2020-08-12,Karnataka,188611,3398,105599
5107,2020-08-12,Kerala,36932,120,24042
5108,2020-08-12,Ladakh,1770,9,1255
5109,2020-08-12,Madhya Pradesh,40734,1033,30596
5110,2020-08-12,Maharashtra,535601,18306,368435
5111,2020-08-12,Manipur,3941,12,2128
5112,2020-08-12,Meghalaya,1136,6,509
5113,2020-08-12,Mizoram,648,0,323
5114,2020-08-12,Nagaland,3031,8,991
5115,2020-08-12,Odisha,48796,296,34806
5116,2020-08-12,Puducherry,5900,91,3532
5117,2020-08-12,Punjab,25889,636,16790
5118,2020-08-12,Rajasthan,54887,811,40399
5119,2020-08-12,Sikkim,913,1,534
5120,2020-08-12,Tamil Nadu,308649,5159,250680
5121,2020-08-12,Telengana,84544,654,61294
5122,2020-08-12,Tripura,6482,43,4838
5123,2020-08-12,Uttar Pradesh,131763,2176,80589
5124,2020-08-12,Uttarakhand,10432,136,6470
5125,2020-08-12,West Bengal,101390,2149,73395
5126,2020-08-13,Andaman and Nicobar Islands,1900,21,829
5127,2020-08-13,Andhra Pradesh,254146,2296,161425
5128,2020-08-13,Arunachal Pradesh,2430,3,1659
5129,2020-08-13,Assam,68999,161,47209
5130,2020-08-13,Bihar,90321,416,59786
5131,2020-08-13,Chandigarh,1751,26,1023
5132,2020-08-13,Chhattisgarh,13498,109,9508
5133,2020-08-13,Dadra and Nagar Haveli and Daman and Diu,1696,2,1248
5134,2020-08-13,Delhi,148504,4153,133405
5135,2020-08-13,Goa,9924,89,6641
5136,2020-08-13,Gujarat,74318,2713,57421
5137,2020-08-13,Haryana,44024,503,36694
5138,2020-08-13,Himachal Pradesh,3636,18,2362
5139,2020-08-13,Jammu and Kashmir,26413,498,18523
5140,2020-08-13,Jharkhand,19743,197,10815
5141,2020-08-13,Karnataka,196494,3510,112633
5142,2020-08-13,Kerala,38144,126,24922
5143,2020-08-13,Ladakh,1811,9,1274
5144,2020-08-13,Madhya Pradesh,41604,1048,31239
5145,2020-08-13,Maharashtra,548313,18650,381843
5146,2020-08-13,Manipur,3982,12,2231
5147,2020-08-13,Meghalaya,1179,6,517
5148,2020-08-13,Mizoram,649,0,330
5149,2020-08-13,Nagaland,3118,8,1113
5150,2020-08-13,Odisha,50672,305,36479
5151,2020-08-13,Puducherry,6381,96,3676
5152,2020-08-13,Punjab,26909,675,17212
5153,2020-08-13,Rajasthan,56100,822,41648
5154,2020-08-13,Sikkim,930,1,550
5155,2020-08-13,Tamil Nadu,314520,5278,256313
5156,2020-08-13,Telengana,86475,665,63074
5157,2020-08-13,Tripura,6603,44,4912
5158,2020-08-13,Uttar Pradesh,136238,2230,84661
5159,2020-08-13,Uttarakhand,10886,140,6687
5160,2020-08-13,West Bengal,104326,2203,76120
5161,2020-08-14,Andaman and Nicobar Islands,2037,22,924
5162,2020-08-14,Andhra Pradesh,264142,2378,170984
5163,2020-08-14,Arunachal Pradesh,2512,4,1718
5164,2020-08-14,Assam,71795,169,49383
5165,2020-08-14,Bihar,94193,426,62284
5166,2020-08-14,Chandigarh,1842,27,1076
5167,2020-08-14,Chhattisgarh,13937,114,9658
5168,2020-08-14,Dadra and Nagar Haveli and Daman and Diu,1752,2,1292
5169,2020-08-14,Delhi,149460,4167,134318
5170,2020-08-14,Goa,10494,91,6912
5171,2020-08-14,Gujarat,75408,2731,58467
5172,2020-08-14,Haryana,44817,511,37486
5173,2020-08-14,Himachal Pradesh,3816,19,2435
5174,2020-08-14,Jammu and Kashmir,26949,509,19302
5175,2020-08-14,Jharkhand,20881,209,12844
5176,2020-08-14,Karnataka,203200,3613,121242
5177,2020-08-14,Kerala,39708,129,25688
5178,2020-08-14,Ladakh,1849,9,1282
5179,2020-08-14,Madhya Pradesh,42618,1065,31835
5180,2020-08-14,Maharashtra,560126,19063,390958
5181,2020-08-14,Manipur,4112,13,2295
5182,2020-08-14,Meghalaya,1193,6,547
5183,2020-08-14,Mizoram,649,0,343
5184,2020-08-14,Nagaland,3168,8,1139
5185,2020-08-14,Odisha,52653,314,37901
5186,2020-08-14,Puducherry,6680,102,3828
5187,2020-08-14,Punjab,27936,706,17839
5188,2020-08-14,Rajasthan,57414,833,41819
5189,2020-08-14,Sikkim,931,1,581
5190,2020-08-14,Tamil Nadu,320355,5397,261459
5191,2020-08-14,Telengana,88396,674,64284
5192,2020-08-14,Tripura,6767,46,5015
5193,2020-08-14,Uttar Pradesh,140775,2280,88786
5194,2020-08-14,Uttarakhand,11302,143,7014
5195,2020-08-14,West Bengal,107323,2259,78617
5196,2020-08-15,Andaman and Nicobar Islands,2186,24,1032
5197,2020-08-15,Andhra Pradesh,273085,2475,180703
5198,2020-08-15,Arunachal Pradesh,2607,5,1750
5199,2020-08-15,Assam,74501,175,51693
5200,2020-08-15,Bihar,98008,442,64930
5201,2020-08-15,Chandigarh,1928,28,1091
5202,2020-08-15,Chhattisgarh,14481,130,9857
5203,2020-08-15,Dadra and Nagar Haveli and Daman and Diu,1797,2,1331
5204,2020-08-15,Delhi,150652,4178,135108
5205,2020-08-15,Goa,10970,93,7157
5206,2020-08-15,Gujarat,76480,2746,59538
5207,2020-08-15,Haryana,45614,518,38348
5208,2020-08-15,Himachal Pradesh,3874,19,2551
5209,2020-08-15,Jammu and Kashmir,27489,520,19942
5210,2020-08-15,Jharkhand,21595,224,13515
5211,2020-08-15,Karnataka,211108,3717,128182
5212,2020-08-15,Kerala,41277,139,26992
5213,2020-08-15,Ladakh,1879,9,1303
5214,2020-08-15,Madhya Pradesh,43414,1081,32405
5215,2020-08-15,Maharashtra,572734,19427,401442
5216,2020-08-15,Manipur,4198,13,2360
5217,2020-08-15,Meghalaya,1228,6,581
5218,2020-08-15,Mizoram,657,0,348
5219,2020-08-15,Nagaland,3322,8,1198
5220,2020-08-15,Odisha,54630,324,39206
5221,2020-08-15,Puducherry,6995,106,4009
5222,2020-08-15,Punjab,29013,731,18328
5223,2020-08-15,Rajasthan,58692,846,43897
5224,2020-08-15,Sikkim,1080,1,623
5225,2020-08-15,Tamil Nadu,326245,5514,267015
5226,2020-08-15,Telengana,90259,684,66196
5227,2020-08-15,Tripura,6934,50,5088
5228,2020-08-15,Uttar Pradesh,145287,2335,92526
5229,2020-08-15,Uttarakhand,11615,147,7502
5230,2020-08-15,West Bengal,110358,2319,81189
5231,2020-08-16,Andaman and Nicobar Islands,2306,24,1128
5232,2020-08-16,Andhra Pradesh,281817,2562,191117
5233,2020-08-16,Arunachal Pradesh,2658,5,1771
5234,2020-08-16,Assam,75558,182,53286
5235,2020-08-16,Bihar,101551,450,68510
5236,2020-08-16,Chandigarh,2009,28,1118
5237,2020-08-16,Chhattisgarh,14987,134,10046
5238,2020-08-16,Dadra and Nagar Haveli and Daman and Diu,1843,2,1384
5239,2020-08-16,Delhi,151928,4188,136251
5240,2020-08-16,Goa,11339,98,7488
5241,2020-08-16,Gujarat,77559,2765,60553
5242,2020-08-16,Haryana,46410,528,38939
5243,2020-08-16,Himachal Pradesh,3993,19,2632
5244,2020-08-16,Jammu and Kashmir,28021,527,20676
5245,2020-08-16,Jharkhand,22389,228,14024
5246,2020-08-16,Karnataka,219926,3831,134811
5247,2020-08-16,Kerala,42885,146,27795
5248,2020-08-16,Ladakh,1909,10,1307
5249,2020-08-16,Madhya Pradesh,44433,1094,33353
5250,2020-08-16,Maharashtra,584754,19749,408286
5251,2020-08-16,Manipur,4390,13,2438
5252,2020-08-16,Meghalaya,1292,6,596
5253,2020-08-16,Mizoram,777,0,356
5254,2020-08-16,Nagaland,3340,8,1321
5255,2020-08-16,Odisha,57126,333,40727
5256,2020-08-16,Puducherry,7354,106,4224
5257,2020-08-16,Punjab,30041,771,18863
5258,2020-08-16,Rajasthan,59979,862,45254
5259,2020-08-16,Sikkim,1148,1,661
5260,2020-08-16,Tamil Nadu,332105,5641,272251
5261,2020-08-16,Telengana,91361,693,68126
5262,2020-08-16,Tripura,7061,55,5151
5263,2020-08-16,Uttar Pradesh,150061,2393,96231
5264,2020-08-16,Uttarakhand,11940,151,7748
5265,2020-08-16,West Bengal,113432,2377,83836
5266,2020-08-17,Andaman and Nicobar Islands,2399,28,1226
5267,2020-08-17,Andhra Pradesh,289829,2650,201234
5268,2020-08-17,Arunachal Pradesh,2701,5,1808
5269,2020-08-17,Assam,76875,189,55215
5270,2020-08-17,Bihar,103844,461,72324
5271,2020-08-17,Chandigarh,2102,29,1137
5272,2020-08-17,Chhattisgarh,15471,141,10235
5273,2020-08-17,Dadra and Nagar Haveli and Daman and Diu,1878,2,1431
5274,2020-08-17,Delhi,152580,4196,137561
5275,2020-08-17,Goa,11639,104,7775
5276,2020-08-17,Gujarat,78680,2785,61512
5277,2020-08-17,Haryana,47153,538,39601
5278,2020-08-17,Himachal Pradesh,4156,19,2720
5279,2020-08-17,Jammu and Kashmir,28470,542,20943
5280,2020-08-17,Jharkhand,23055,244,14699
5281,2020-08-17,Karnataka,226966,3947,141491
5282,2020-08-17,Kerala,44415,156,28894
5283,2020-08-17,Ladakh,1948,14,1356
5284,2020-08-17,Madhya Pradesh,45455,1105,34038
5285,2020-08-17,Maharashtra,595865,20037,417123
5286,2020-08-17,Manipur,4569,16,2632
5287,2020-08-17,Meghalaya,1374,6,675
5288,2020-08-17,Mizoram,789,0,371
5289,2020-08-17,Nagaland,3394,8,1422
5290,2020-08-17,Odisha,60050,343,42277
5291,2020-08-17,Puducherry,7732,110,4443
5292,2020-08-17,Punjab,31206,812,19431
5293,2020-08-17,Rajasthan,61296,876,46604
5294,2020-08-17,Sikkim,1167,1,673
5295,2020-08-17,Tamil Nadu,338055,5766,278270
5296,2020-08-17,Telengana,92255,703,70132
5297,2020-08-17,Tripura,7204,59,5286
5298,2020-08-17,Uttar Pradesh,154418,2449,100432
5299,2020-08-17,Uttarakhand,12175,152,8100
5300,2020-08-17,West Bengal,116498,2428,86771
5301,2020-08-18,Andaman and Nicobar Islands,2445,29,1325
5302,2020-08-18,Andhra Pradesh,296609,2732,209100
5303,2020-08-18,Arunachal Pradesh,2741,5,1893
5304,2020-08-18,Assam,79667,197,56734
5305,2020-08-18,Bihar,106307,468,76452
5306,2020-08-18,Chandigarh,2216,30,1183
5307,2020-08-18,Chhattisgarh,16025,150,10598
5308,2020-08-18,Dadra and Nagar Haveli and Daman and Diu,1908,2,1459
5309,2020-08-18,Delhi,153367,4214,138301
5310,2020-08-18,Goa,11994,111,8058
5311,2020-08-18,Gujarat,79710,2800,62595
5312,2020-08-18,Haryana,48040,550,40610
5313,2020-08-18,Himachal Pradesh,4174,19,2834
5314,2020-08-18,Jammu and Kashmir,28892,548,21296
5315,2020-08-18,Jharkhand,23752,250,15051
5316,2020-08-18,Karnataka,233283,4062,148562
5317,2020-08-18,Kerala,46140,169,30025
5318,2020-08-18,Ladakh,1966,14,1368
5319,2020-08-18,Madhya Pradesh,46385,1128,35025
5320,2020-08-18,Maharashtra,604358,20265,428514
5321,2020-08-18,Manipur,4687,17,2734
5322,2020-08-18,Meghalaya,1418,6,679
5323,2020-08-18,Mizoram,789,0,372
5324,2020-08-18,Nagaland,3455,8,1530
5325,2020-08-18,Odisha,62294,353,43780
5326,2020-08-18,Puducherry,8029,114,4627
5327,2020-08-18,Punjab,32696,863,20180
5328,2020-08-18,Rajasthan,62630,887,47654
5329,2020-08-18,Sikkim,1187,1,701
5330,2020-08-18,Tamil Nadu,343945,5886,283937
5331,2020-08-18,Telengana,93937,711,72202
5332,2020-08-18,Tripura,7409,62,5404
5333,2020-08-18,Uttar Pradesh,158216,2515,104808
5334,2020-08-18,Uttarakhand,12493,158,8485
5335,2020-08-18,West Bengal,119578,2473,89703
5336,2020-08-19,Andaman and Nicobar Islands,2529,30,1421
5337,2020-08-19,Andhra Pradesh,306261,2820,218311
5338,2020-08-19,Arunachal Pradesh,2875,5,1949
5339,2020-08-19,Assam,82201,203,58294
5340,2020-08-19,Bihar,109498,476,80330
5341,2020-08-19,Chandigarh,2305,30,1243
5342,2020-08-19,Chhattisgarh,16833,158,10847
5343,2020-08-19,Dadra and Nagar Haveli and Daman and Diu,1951,2,1524
5344,2020-08-19,Delhi,154741,4226,139447
5345,2020-08-19,Goa,12333,116,8356
5346,2020-08-19,Gujarat,80802,2820,63703
5347,2020-08-19,Haryana,48936,557,41298
5348,2020-08-19,Himachal Pradesh,4235,19,2923
5349,2020-08-19,Jammu and Kashmir,29326,561,21886
5350,2020-08-19,Jharkhand,24477,262,15507
5351,2020-08-19,Karnataka,240948,4201,156949
5352,2020-08-19,Kerala,47898,175,31390
5353,2020-08-19,Ladakh,2010,17,1395
5354,2020-08-19,Madhya Pradesh,47375,1141,35713
5355,2020-08-19,Maharashtra,615477,20687,437870
5356,2020-08-19,Manipur,4765,18,2789
5357,2020-08-19,Meghalaya,1457,6,685
5358,2020-08-19,Mizoram,860,0,379
5359,2020-08-19,Nagaland,3520,8,1664
5360,2020-08-19,Odisha,64533,362,45315
5361,2020-08-19,Puducherry,8396,123,4909
5362,2020-08-19,Punjab,34400,898,21762
5363,2020-08-19,Rajasthan,63977,898,48960
5364,2020-08-19,Sikkim,1207,2,755
5365,2020-08-19,Tamil Nadu,349654,6007,289787
5366,2020-08-19,Telengana,95700,719,73991
5367,2020-08-19,Tripura,7645,65,5497
5368,2020-08-19,Uttar Pradesh,162434,2585,109607
5369,2020-08-19,Uttarakhand,12961,164,8724
5370,2020-08-19,West Bengal,122753,2528,92690
5371,2020-08-20,Andaman and Nicobar Islands,2604,30,1529
5372,2020-08-20,Andhra Pradesh,316003,2906,226372
5373,2020-08-20,Arunachal Pradesh,2950,5,2022
5374,2020-08-20,Assam,84317,213,60348
5375,2020-08-20,Bihar,112437,487,84404
5376,2020-08-20,Chandigarh,2396,31,1351
5377,2020-08-20,Chhattisgarh,17485,161,11185
5378,2020-08-20,Dadra and Nagar Haveli and Daman and Diu,1995,2,1604
5379,2020-08-20,Delhi,156139,4235,140767
5380,2020-08-20,Goa,12675,124,8713
5381,2020-08-20,Gujarat,81942,2837,64823
5382,2020-08-20,Haryana,49930,567,42056
5383,2020-08-20,Himachal Pradesh,4411,19,2992
5384,2020-08-20,Jammu and Kashmir,30034,572,22497
5385,2020-08-20,Jharkhand,26090,277,16175
5386,2020-08-20,Karnataka,249590,4327,164150
5387,2020-08-20,Kerala,50231,182,32607
5388,2020-08-20,Ladakh,2048,18,1397
5389,2020-08-20,Madhya Pradesh,48351,1159,36475
5390,2020-08-20,Maharashtra,628642,21033,446881
5391,2020-08-20,Manipur,4876,18,2885
5392,2020-08-20,Meghalaya,1506,6,694
5393,2020-08-20,Mizoram,873,0,384
5394,2020-08-20,Nagaland,3558,8,1706
5395,2020-08-20,Odisha,67122,372,46936
5396,2020-08-20,Puducherry,8750,129,5312
5397,2020-08-20,Punjab,36084,921,22703
5398,2020-08-20,Rajasthan,65289,910,49963
5399,2020-08-20,Sikkim,1232,3,789
5400,2020-08-20,Tamil Nadu,355449,6123,296171
5401,2020-08-20,Telengana,97424,729,75186
5402,2020-08-20,Tripura,7835,65,5565
5403,2020-08-20,Uttar Pradesh,167510,2638,115227
5404,2020-08-20,Uttarakhand,13225,178,9132
5405,2020-08-20,West Bengal,125922,2581,95663
5406,2020-08-21,Andaman and Nicobar Islands,2680,31,1638
5407,2020-08-21,Andhra Pradesh,325396,3001,235218
5408,2020-08-21,Arunachal Pradesh,3066,5,2093
5409,2020-08-21,Assam,86052,221,63120
5410,2020-08-21,Bihar,114941,492,87660
5411,2020-08-21,Chandigarh,2515,31,1390
5412,2020-08-21,Chhattisgarh,18501,168,11739
5413,2020-08-21,Dadra and Nagar Haveli and Daman and Diu,2030,2,1627
5414,2020-08-21,Delhi,157354,4257,141826
5415,2020-08-21,Goa,13099,126,9063
5416,2020-08-21,Gujarat,83107,2853,65946
5417,2020-08-21,Haryana,50926,578,42793
5418,2020-08-21,Himachal Pradesh,4538,23,3085
5419,2020-08-21,Jammu and Kashmir,30717,578,23225
5420,2020-08-21,Jharkhand,26753,286,17057
5421,2020-08-21,Karnataka,256975,4429,170381
5422,2020-08-21,Kerala,52199,191,33824
5423,2020-08-21,Ladakh,2077,18,1436
5424,2020-08-21,Madhya Pradesh,49493,1171,37540
5425,2020-08-21,Maharashtra,643289,21359,459124
5426,2020-08-21,Manipur,4925,18,3002
5427,2020-08-21,Meghalaya,1661,6,730
5428,2020-08-21,Mizoram,895,0,402
5429,2020-08-21,Nagaland,3583,8,1921
5430,2020-08-21,Odisha,70020,380,48577
5431,2020-08-21,Puducherry,9292,137,5634
5432,2020-08-21,Punjab,37824,957,23037
5433,2020-08-21,Rajasthan,66619,921,51190
5434,2020-08-21,Sikkim,1290,3,827
5435,2020-08-21,Tamil Nadu,361435,6239,301913
5436,2020-08-21,Telengana,99391,737,76967
5437,2020-08-21,Tripura,8091,69,5649
5438,2020-08-21,Uttar Pradesh,172334,2733,121090
5439,2020-08-21,Uttarakhand,13636,187,9433
5440,2020-08-21,West Bengal,129119,2634,98789
5441,2020-08-22,Andaman and Nicobar Islands,2747,32,1744
5442,2020-08-22,Andhra Pradesh,334940,3092,244045
5443,2020-08-22,Arunachal Pradesh,3126,5,2125
5444,2020-08-22,Assam,87908,227,65596
5445,2020-08-22,Bihar,117413,498,91552
5446,2020-08-22,Chandigarh,2631,33,1426
5447,2020-08-22,Chhattisgarh,19510,180,12022
5448,2020-08-22,Dadra and Nagar Haveli and Daman and Diu,2082,2,1652
5449,2020-08-22,Delhi,158604,4270,142908
5450,2020-08-22,Goa,13484,135,9540
5451,2020-08-22,Gujarat,84311,2867,67267
5452,2020-08-22,Haryana,52129,585,43413
5453,2020-08-22,Himachal Pradesh,4728,25,3234
5454,2020-08-22,Jammu and Kashmir,31371,593,23805
